,county,gal_per_capita,groundwater_per_day,state,value,id
30003,Big Horn County,52.11,690000,MT,13242,USA.MT.Big Horn County
30005,Blaine County,80.58,530000,MT,6577,USA.MT.Blaine County
30007,Broadwater County,103.71,590000,MT,5689,USA.MT.Broadwater County
30009,Carbon County,96.08,1000000,MT,10408,USA.MT.Carbon County
30011,Carter County,16.95,20000,MT,1180,USA.MT.Carter County
30013,Cascade County,127.37,10480000,MT,82277,USA.MT.Cascade County
30015,Chouteau County,88.43,510000,MT,5767,USA.MT.Chouteau County
30017,Custer County,65.1,790000,MT,12135,USA.MT.Custer County
30019,Daniels County,68.18,120000,MT,1760,USA.MT.Daniels County
30021,Dawson County,103.9,1000000,MT,9625,USA.MT.Dawson County
30023,Deer Lodge County,143.34,1310000,MT,9139,USA.MT.Deer Lodge County
30025,Fallon County,50.16,160000,MT,3190,USA.MT.Fallon County
30027,Fergus County,53.38,610000,MT,11427,USA.MT.Fergus County
30029,Flathead County,71.13,6840000,MT,96165,USA.MT.Flathead County
30031,Gallatin County,64.92,6540000,MT,100738,USA.MT.Gallatin County
30033,Garfield County,15.22,20000,MT,1314,USA.MT.Garfield County
30035,Glacier County,73.28,1000000,MT,13647,USA.MT.Glacier County
30037,Golden Valley County,24.18,20000,MT,827,USA.MT.Golden Valley County
30039,Granite County,9.26,30000,MT,3240,USA.MT.Granite County
30041,Hill County,73.62,1220000,MT,16572,USA.MT.Hill County
30043,Jefferson County,62.69,730000,MT,11645,USA.MT.Jefferson County
30045,Judith Basin County,25.96,50000,MT,1926,USA.MT.Judith Basin County
30047,Lake County,46.17,1360000,MT,29456,USA.MT.Lake County
30049,Lewis and Clark County,63.99,4250000,MT,66418,USA.MT.Lewis and Clark County
30051,Liberty County,58.14,140000,MT,2408,USA.MT.Liberty County
30053,Lincoln County,68.23,1300000,MT,19052,USA.MT.Lincoln County
30055,McCone County,53.48,90000,MT,1683,USA.MT.McCone County
30057,Madison County,79.6,630000,MT,7915,USA.MT.Madison County
30059,Meagher County,76.5,140000,MT,1830,USA.MT.Meagher County
30061,Mineral County,37.64,160000,MT,4251,USA.MT.Mineral County
30063,Missoula County,96.95,11070000,MT,114181,USA.MT.Missoula County
30065,Musselshell County,30.55,140000,MT,4582,USA.MT.Musselshell County
30067,Park County,86.4,1380000,MT,15972,USA.MT.Park County
30069,Petroleum County,21.05,10000,MT,475,USA.MT.Petroleum County
30071,Phillips County,64.76,270000,MT,4169,USA.MT.Phillips County
30073,Pondera County,69.53,430000,MT,6184,USA.MT.Pondera County
30075,Powder River County,28.2,50000,MT,1773,USA.MT.Powder River County
30077,Powell County,114.04,780000,MT,6840,USA.MT.Powell County
30079,Prairie County,8.62,10000,MT,1160,USA.MT.Prairie County
30081,Ravalli County,44.72,1850000,MT,41373,USA.MT.Ravalli County
30083,Richland County,56.02,670000,MT,11960,USA.MT.Richland County
30085,Roosevelt County,70.58,810000,MT,11476,USA.MT.Roosevelt County
30087,Rosebud County,92.57,870000,MT,9398,USA.MT.Rosebud County
30089,Sanders County,36.17,410000,MT,11335,USA.MT.Sanders County
30091,Sheridan County,54.24,200000,MT,3687,USA.MT.Sheridan County
30093,Silver Bow County,176.48,6110000,MT,34622,USA.MT.Silver Bow County
30095,Stillwater County,23.19,220000,MT,9486,USA.MT.Stillwater County
30097,Sweet Grass County,79.8,290000,MT,3634,USA.MT.Sweet Grass County
30099,Teton County,103.21,630000,MT,6104,USA.MT.Teton County
30101,Toole County,137.61,700000,MT,5087,USA.MT.Toole County
30103,Treasure County,57.39,40000,MT,697,USA.MT.Treasure County
30105,Valley County,113.59,870000,MT,7659,USA.MT.Valley County
30107,Wheatland County,85.31,180000,MT,2110,USA.MT.Wheatland County
30109,Wibaux County,35.4,40000,MT,1130,USA.MT.Wibaux County
30111,Yellowstone County,94.37,14820000,MT,157048,USA.MT.Yellowstone County
31001,Adams County,79.78,2520000,NE,31587,USA.NE.Adams County
31003,Antelope County,57.69,370000,NE,6414,USA.NE.Antelope County
31005,Arthur County,0,0,NE,456,USA.NE.Arthur County
31007,Banner County,25.38,20000,NE,787,USA.NE.Banner County
31009,Blaine County,20.53,10000,NE,487,USA.NE.Blaine County
31011,Boone County,54.56,290000,NE,5315,USA.NE.Boone County
31013,Box Butte County,76.74,870000,NE,11337,USA.NE.Box Butte County
31015,Boyd County,64.81,130000,NE,2005,USA.NE.Boyd County
31017,Brown County,64.49,190000,NE,2946,USA.NE.Brown County
31019,Buffalo County,85.55,4179999,NE,48863,USA.NE.Buffalo County
31021,Burt County,86.56,570000,NE,6585,USA.NE.Burt County
31023,Butler County,36.97,300000,NE,8115,USA.NE.Butler County
31025,Cass County,66.24,1690000,NE,25511,USA.NE.Cass County
31027,Cedar County,72.4,620000,NE,8564,USA.NE.Cedar County
31029,Chase County,60.67,240000,NE,3956,USA.NE.Chase County
31031,Cherry County,51.3,300000,NE,5848,USA.NE.Cherry County
31033,Cheyenne County,78.69,800000,NE,10167,USA.NE.Cheyenne County
31035,Clay County,68.16,430000,NE,6309,USA.NE.Clay County
31037,Colfax County,57.03,600000,NE,10520,USA.NE.Colfax County
31039,Cuming County,110.68,1010000,NE,9125,USA.NE.Cuming County
31041,Custer County,54.6,590000,NE,10806,USA.NE.Custer County
31043,Dakota County,71.7,1490000,NE,20781,USA.NE.Dakota County
31045,Dawes County,73.99,670000,NE,9055,USA.NE.Dawes County
31047,Dawson County,81.22,1940000,NE,23886,USA.NE.Dawson County
31049,Deuel County,119.73,230000,NE,1921,USA.NE.Deuel County
31051,Dixon County,79.35,460000,NE,5797,USA.NE.Dixon County
31053,Dodge County,76.55,2810000,NE,36705,USA.NE.Dodge County
31055,Douglas County,56.87,31280000,NE,550064,USA.NE.Douglas County
31057,Dundy County,38.91,70000,NE,1799,USA.NE.Dundy County
31059,Fillmore County,71.19,400000,NE,5619,USA.NE.Fillmore County
31061,Franklin County,93.8,280000,NE,2985,USA.NE.Franklin County
31063,Frontier County,57.16,150000,NE,2623,USA.NE.Frontier County
31065,Furnas County,109.01,530000,NE,4862,USA.NE.Furnas County
31067,Gage County,57.99,1270000,NE,21900,USA.NE.Gage County
31069,Garden County,41.71,80000,NE,1918,USA.NE.Garden County
31071,Garfield County,54.24,110000,NE,2028,USA.NE.Garfield County
31073,Gosper County,45.62,90000,NE,1973,USA.NE.Gosper County
31075,Grant County,31.2,20000,NE,640,USA.NE.Grant County
31077,Greeley County,57.64,140000,NE,2429,USA.NE.Greeley County
31079,Hall County,83.98,5180000,NE,61680,USA.NE.Hall County
31081,Hamilton County,78.35,720000,NE,9190,USA.NE.Hamilton County
31083,Harlan County,46.35,160000,NE,3452,USA.NE.Harlan County
31085,Hayes County,21.46,20000,NE,932,USA.NE.Hayes County
31087,Hitchcock County,55.5,160000,NE,2883,USA.NE.Hitchcock County
31089,Holt County,53.33,550000,NE,10312,USA.NE.Holt County
31091,Hooker County,136.61,100000,NE,732,USA.NE.Hooker County
31093,Howard County,39.01,250000,NE,6409,USA.NE.Howard County
31095,Jefferson County,81.23,590000,NE,7263,USA.NE.Jefferson County
31097,Johnson County,77.32,400000,NE,5172,USA.NE.Johnson County
31099,Kearney County,72.89,480000,NE,6585,USA.NE.Kearney County
31101,Keith County,107.9,870000,NE,8062,USA.NE.Keith County
31103,Keya Paha County,24.88,20000,NE,804,USA.NE.Keya Paha County
31105,Kimball County,94.88,350000,NE,3688,USA.NE.Kimball County
31107,Knox County,74.92,640000,NE,8543,USA.NE.Knox County
31109,Lancaster County,83.89,25710000,NE,306468,USA.NE.Lancaster County
31111,Lincoln County,75.44,2690000,NE,35656,USA.NE.Lincoln County
31113,Logan County,38.61,30000,NE,777,USA.NE.Logan County
31115,Loup County,0,0,NE,585,USA.NE.Loup County
31117,McPherson County,0,0,NE,475,USA.NE.McPherson County
31119,Madison County,63.07,2210000,NE,35039,USA.NE.Madison County
31121,Merrick County,52.65,410000,NE,7787,USA.NE.Merrick County
31123,Morrill County,55.62,270000,NE,4854,USA.NE.Morrill County
31125,Nance County,63.98,230000,NE,3595,USA.NE.Nance County
31127,Nemaha County,87.99,620000,NE,7046,USA.NE.Nemaha County
31129,Nuckolls County,66.99,290000,NE,4329,USA.NE.Nuckolls County
31131,Otoe County,73.82,1180000,NE,15984,USA.NE.Otoe County
31133,Pawnee County,90.26,240000,NE,2659,USA.NE.Pawnee County
31135,Perkins County,54.35,160000,NE,2944,USA.NE.Perkins County
31137,Phelps County,88.21,820000,NE,9296,USA.NE.Phelps County
31139,Pierce County,47.17,340000,NE,7207,USA.NE.Pierce County
31141,Platte County,43.54,1430000,NE,32847,USA.NE.Platte County
31143,Polk County,51.9,270000,NE,5202,USA.NE.Polk County
31145,Red Willow County,77.57,840000,NE,10829,USA.NE.Red Willow County
31147,Richardson County,59.3,480000,NE,8093,USA.NE.Richardson County
31149,Rock County,50.69,70000,NE,1381,USA.NE.Rock County
31151,Saline County,55.31,790000,NE,14282,USA.NE.Saline County
31153,Sarpy County,64.94,11410000,NE,175692,USA.NE.Sarpy County
31155,Saunders County,50.91,1070000,NE,21016,USA.NE.Saunders County
31157,Scotts Bluff County,95.7,3470000,NE,36260,USA.NE.Scotts Bluff County
31159,Seward County,68.38,1170000,NE,17110,USA.NE.Seward County
31161,Sheridan County,51.72,270000,NE,5220,USA.NE.Sheridan County
31163,Sherman County,45.29,140000,NE,3091,USA.NE.Sherman County
31165,Sioux County,15.87,20000,NE,1260,USA.NE.Sioux County
31167,Stanton County,52.21,310000,NE,5937,USA.NE.Stanton County
31169,Thayer County,67.79,350000,NE,5162,USA.NE.Thayer County
31171,Thomas County,29.24,20000,NE,684,USA.NE.Thomas County
31173,Thurston County,72.2,510000,NE,7064,USA.NE.Thurston County
31175,Valley County,77.03,320000,NE,4154,USA.NE.Valley County
31177,Washington County,46.42,940000,NE,20248,USA.NE.Washington County
31179,Wayne County,39.5,370000,NE,9367,USA.NE.Wayne County
31181,Webster County,66.21,240000,NE,3625,USA.NE.Webster County
31183,Wheeler County,26.67,20000,NE,750,USA.NE.Wheeler County
31185,York County,80.4,1110000,NE,13806,USA.NE.York County
32001,Churchill County,88.43,2140000,NV,24200,USA.NV.Churchill County
32003,Clark County,117.08,247600000,NV,2114801,USA.NV.Clark County
32005,Douglas County,120.31,5740000,NV,47710,USA.NV.Douglas County
32007,Elko County,108.4,5630000,NV,51935,USA.NV.Elko County
32009,Esmeralda County,108.56,90000,NV,829,USA.NV.Esmeralda County
32011,Eureka County,79.37,160000,NV,2016,USA.NV.Eureka County
32013,Humboldt County,96.95,1650000,NV,17019,USA.NV.Humboldt County
32015,Lander County,105.03,620000,NV,5903,USA.NV.Lander County
32017,Lincoln County,109.21,550000,NV,5036,USA.NV.Lincoln County
32019,Lyon County,135.4,7120000,NV,52585,USA.NV.Lyon County
32021,Mineral County,138.45,620000,NV,4478,USA.NV.Mineral County
32023,Nye County,68.74,2920000,NV,42477,USA.NV.Nye County
32027,Pershing County,81.4,540000,NV,6633,USA.NV.Pershing County
32029,Storey County,82.77,330000,NV,3987,USA.NV.Storey County
32031,Washoe County,104.7,46790000,NV,446903,USA.NV.Washoe County
32033,White Pine County,111.1,1090000,NV,9811,USA.NV.White Pine County
32510,Carson City,112.43,6130000,NV,54521,USA.NV.Carson City
33001,Belknap County,26.22,1590000,NH,60641,USA.NH.Belknap County
33003,Carroll County,36.8,1740000,NH,47285,USA.NH.Carroll County
33005,Cheshire County,27.93,2120000,NH,75908,USA.NH.Cheshire County
33007,Coos County,41.33,1290000,NH,31212,USA.NH.Coos County
33009,Grafton County,41.09,3670000,NH,89320,USA.NH.Grafton County
33011,Hillsborough County,44.65,18160000,NH,406678,USA.NH.Hillsborough County
33013,Merrimack County,28.31,4190000,NH,147994,USA.NH.Merrimack County
33015,Rockingham County,35.06,10580000,NH,301777,USA.NH.Rockingham County
33017,Strafford County,40.76,5170000,NH,126825,USA.NH.Strafford County
33019,Sullivan County,34.21,1470000,NH,42967,USA.NH.Sullivan County
34001,Atlantic County,56.16,15400000,NJ,274219,USA.NJ.Atlantic County
34003,Bergen County,77.78,73000000,NJ,938506,USA.NJ.Bergen County
34005,Burlington County,65.34,29420000,NJ,450226,USA.NJ.Burlington County
34007,Camden County,75.18,38410000,NJ,510923,USA.NJ.Camden County
34009,Cape May County,21.96,2080000,NJ,94727,USA.NJ.Cape May County
34011,Cumberland County,50.43,7860000,NJ,155853,USA.NJ.Cumberland County
34013,Essex County,79.56,63440000,NJ,797434,USA.NJ.Essex County
34015,Gloucester County,63.33,18460000,NJ,291479,USA.NJ.Gloucester County
34017,Hudson County,79.89,53910000,NJ,674836,USA.NJ.Hudson County
34019,Hunterdon County,20.24,2540000,NJ,125488,USA.NJ.Hunterdon County
34021,Mercer County,73.69,27370000,NJ,371398,USA.NJ.Mercer County
34023,Middlesex County,78.17,65730000,NJ,840900,USA.NJ.Middlesex County
34025,Monmouth County,72.21,45400000,NJ,628715,USA.NJ.Monmouth County
34027,Morris County,64.72,32330000,NJ,499509,USA.NJ.Morris County
34029,Ocean County,62.7,36910000,NJ,588721,USA.NJ.Ocean County
34031,Passaic County,73.67,37640000,NJ,510916,USA.NJ.Passaic County
34033,Salem County,37.55,2410000,NJ,64180,USA.NJ.Salem County
34035,Somerset County,65.49,21850000,NJ,333654,USA.NJ.Somerset County
34037,Sussex County,20.88,3000000,NJ,143673,USA.NJ.Sussex County
34039,Union County,79.71,44300000,NJ,555786,USA.NJ.Union County
34041,Warren County,42.2,4510000,NJ,106869,USA.NJ.Warren County
35001,Bernalillo County,66.54,45030000,NM,676685,USA.NM.Bernalillo County
35003,Catron County,37.62,130000,NM,3456,USA.NM.Catron County
35005,Chaves County,90.02,5920000,NM,65764,USA.NM.Chaves County
35006,Cibola County,61.84,1690000,NM,27329,USA.NM.Cibola County
35007,Colfax County,103.11,1280000,NM,12414,USA.NM.Colfax County
35009,Curry County,54.96,2770000,NM,50398,USA.NM.Curry County
35011,De Baca County,98.47,180000,NM,1828,USA.NM.De Baca County
35013,Dona Ana County,94.36,20220000,NM,214295,USA.NM.Dona Ana County
35015,Eddy County,133.21,7670000,NM,57578,USA.NM.Eddy County
35017,Grant County,57.32,1640000,NM,28609,USA.NM.Grant County
35019,Guadalupe County,61.77,270000,NM,4371,USA.NM.Guadalupe County
35021,Harding County,100.29,70000,NM,698,USA.NM.Harding County
35023,Hidalgo County,354.96,1570000,NM,4423,USA.NM.Hidalgo County
35025,Lea County,77.13,5490000,NM,71180,USA.NM.Lea County
35027,Lincoln County,162.72,3160000,NM,19420,USA.NM.Lincoln County
35028,Los Alamos County,103.46,1840000,NM,17785,USA.NM.Los Alamos County
35029,Luna County,75.05,1840000,NM,24518,USA.NM.Luna County
35031,McKinley County,28.55,2190000,NM,76708,USA.NM.McKinley County
35033,Mora County,63.1,290000,NM,4596,USA.NM.Mora County
35035,Otero County,57.64,3710000,NM,64361,USA.NM.Otero County
35037,Quay County,106.45,900000,NM,8455,USA.NM.Quay County
35039,Rio Arriba County,36.74,1450000,NM,39465,USA.NM.Rio Arriba County
35041,Roosevelt County,89.44,1710000,NM,19120,USA.NM.Roosevelt County
35043,Sandoval County,43.76,6100000,NM,139394,USA.NM.Sandoval County
35045,San Juan County,95,11280000,NM,118737,USA.NM.San Juan County
35047,San Miguel County,51.49,1440000,NM,27967,USA.NM.San Miguel County
35049,Santa Fe County,41.03,6100000,NM,148686,USA.NM.Santa Fe County
35051,Sierra County,102.82,1160000,NM,11282,USA.NM.Sierra County
35053,Socorro County,82.29,1420000,NM,17256,USA.NM.Socorro County
35055,Taos County,49.23,1620000,NM,32907,USA.NM.Taos County
35057,Torrance County,82.66,1280000,NM,15485,USA.NM.Torrance County
35059,Union County,88.07,370000,NM,4201,USA.NM.Union County
35061,Valencia County,43.97,3330000,NM,75737,USA.NM.Valencia County
36001,Albany County,64.9,20080000,NY,309381,USA.NY.Albany County
36003,Allegany County,44.04,2089999,NY,47461,USA.NY.Allegany County
36005,Bronx County,64,93150000,NY,1455444,USA.NY.Bronx County
36007,Broome County,54.43,10700000,NY,196567,USA.NY.Broome County
36009,Cattaraugus County,47.48,3700000,NY,77922,USA.NY.Cattaraugus County
36011,Cayuga County,58.5,4580000,NY,78288,USA.NY.Cayuga County
36013,Chautauqua County,51.61,6750000,NY,130779,USA.NY.Chautauqua County
36015,Chemung County,40.77,3550000,NY,87071,USA.NY.Chemung County
36017,Chenango County,43.61,2130000,NY,48843,USA.NY.Chenango County
36019,Clinton County,49.6,4030000,NY,81251,USA.NY.Clinton County
36021,Columbia County,46.66,2870000,NY,61508,USA.NY.Columbia County
36023,Cortland County,58.77,2850000,NY,48494,USA.NY.Cortland County
36025,Delaware County,50.81,2340000,NY,46053,USA.NY.Delaware County
36027,Dutchess County,38.17,11290000,NY,295754,USA.NY.Dutchess County
36029,Erie County,53.46,49320000,NY,922578,USA.NY.Erie County
36031,Essex County,66.01,2540000,NY,38478,USA.NY.Essex County
36033,Franklin County,56.26,2850000,NY,50660,USA.NY.Franklin County
36035,Fulton County,52.23,2820000,NY,53992,USA.NY.Fulton County
36037,Genesee County,51.92,3060000,NY,58937,USA.NY.Genesee County
36039,Greene County,41.15,1960000,NY,47625,USA.NY.Greene County
36041,Hamilton County,40.32,190000,NY,4712,USA.NY.Hamilton County
36043,Herkimer County,57.84,3650000,NY,63100,USA.NY.Herkimer County
36045,Jefferson County,56.02,6590000,NY,117635,USA.NY.Jefferson County
36047,Kings County,65,171390000,NY,2636735,USA.NY.Kings County
36049,Lewis County,48.22,1300000,NY,26956,USA.NY.Lewis County
36051,Livingston County,58.87,3810000,NY,64717,USA.NY.Livingston County
36053,Madison County,55.95,4019999,NY,71848,USA.NY.Madison County
36055,Monroe County,50.87,38130000,NY,749600,USA.NY.Monroe County
36057,Montgomery County,49.96,2480000,NY,49641,USA.NY.Montgomery County
36059,Nassau County,75,102100000,NY,1361350,USA.NY.Nassau County
36061,New York County,77,126630000,NY,1644517,USA.NY.New York County
36063,Niagara County,39.6,8420000,NY,212652,USA.NY.Niagara County
36065,Oneida County,41.29,9600000,NY,232500,USA.NY.Oneida County
36067,Onondaga County,35.22,16500000,NY,468463,USA.NY.Onondaga County
36069,Ontario County,61.61,6750000,NY,109561,USA.NY.Ontario County
36071,Orange County,55.1,20810000,NY,377647,USA.NY.Orange County
36073,Orleans County,54.35,2260000,NY,41582,USA.NY.Orleans County
36075,Oswego County,51.35,6170000,NY,120146,USA.NY.Oswego County
36077,Otsego County,49.15,2980000,NY,60636,USA.NY.Otsego County
36079,Putnam County,18.68,1850000,NY,99042,USA.NY.Putnam County
36081,Queens County,63,147370000,NY,2339150,USA.NY.Queens County
36083,Rensselaer County,44.24,7090000,NY,160266,USA.NY.Rensselaer County
36085,Richmond County,68.99,32740000,NY,474558,USA.NY.Richmond County
36087,Rockland County,69.47,22650000,NY,326037,USA.NY.Rockland County
36089,St Lawrence County,46.66,5180000,NY,111007,USA.NY.St Lawrence County
36091,Saratoga County,53.08,12010000,NY,226249,USA.NY.Saratoga County
36093,Schenectady County,72.64,11230000,NY,154603,USA.NY.Schenectady County
36095,Schoharie County,44.05,1380000,NY,31330,USA.NY.Schoharie County
36097,Schuyler County,43.44,790000,NY,18186,USA.NY.Schuyler County
36099,Seneca County,55.41,1930000,NY,34833,USA.NY.Seneca County
36101,Steuben County,50.09,4890000,NY,97631,USA.NY.Steuben County
